hi,slug,peakIndex,peaked,issuesOpenedUpToPeak,demandUpToPeak,commitsUpToPeak,issuesClosedUpToPeak,lastOpen,lastClosed,lastCommit,openedPostLastCommit,downloadsUpTo,archived,starsUpTo,contributorsUpTo,versionsUpTo,age,dead,dateOfPeak,size,downloadsAtPeak,monSinceLastOpIssue,archivedSince,monSinceLastCommOrClosedIssue,monSinceLastComm,monSinceLastClosedIss
0,jamestalmage/require-precompiled,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,228449,0,2,4,1,59,FALSE,,12,0,15,0,15,15,15
0,node-base/is-valid-app,-1,FALSE,0,FALSE,16,0,2015-01,2015-01,2015-01,0,4684170,0,3,0,6,55,FALSE,,14,9313,44,0,19,19,44
0,techfort/LokiJS,-1,FALSE,500,TRUE,807,331,2020-12,2020-12,2015-01,1,822879,0,6217,617,39,68,FALSE,,8657,9229,0,0,0,0,0
0,ZaralDev/native-request,-1,FALSE,0,FALSE,0,0,2020-07,2020-07,2015-01,1,0,0,3,0,0,16,FALSE,,108,2043,44,0,44,44,44
0,tjfontaine/node-dns,35,TRUE,18,TRUE,29,1,2017-04,2017-04,2015-01,1,959289,0,557,312,2,68,FALSE,2018-01,493,1408,8,0,5,5,8
0,ember-cli/broccoli-asset-rewrite,-1,FALSE,19,TRUE,51,5,2020-10,2018-08,2015-01,4,5334359,0,9,11,13,68,FALSE,,680,329,0,0,0,0,18
0,snyk/gemfile,-1,FALSE,0,FALSE,7,0,2015-01,2015-01,2015-01,0,1264,0,1,0,1,40,FALSE,,31,1229,34,0,4,4,34
0,tildeio/route-recognizer,-1,FALSE,33,TRUE,120,20,2020-12,2020-12,2015-01,1,1784002,0,454,84,20,68,FALSE,,3780,1193,3,0,5,5,8
0,stefanpenner/username-sync,-1,FALSE,1,TRUE,12,0,2017-08,2015-01,2015-01,1,3020412,0,0,0,2,43,FALSE,,14,1745,7,0,10,10,37
0,ember-cli/ember-cli-path-utils,-1,FALSE,0,FALSE,1,0,2015-01,2015-01,2015-01,0,6586626,0,0,1,1,62,FALSE,,100,1020,37,0,29,29,37
0,phonegap/phonegap-cli,32,TRUE,185,TRUE,400,129,2020-08,2019-08,2015-01,9,1251624,0,487,757,68,68,FALSE,2017-10,2311,0,0,0,0,0,3
0,willmcpo/body-scroll-lock,-1,FALSE,0,FALSE,0,0,2020-12,2020-11,2015-01,2,0,0,3658,0,0,33,FALSE,,20160,161,31,0,31,31,31
0,ember-cli/broccoli-funnel-reducer,-1,FALSE,0,FALSE,4,0,2015-01,2015-01,2015-01,0,4195814,0,1,2,1,60,FALSE,,2,1359,31,0,13,13,31
0,Brightspace/node-jwk-to-pem,-1,FALSE,9,TRUE,70,3,2020-06,2020-06,2015-01,1,228960,0,139,47,14,64,FALSE,,79,6053,1,0,0,0,1
0,bbyars/mountebank,11,TRUE,44,TRUE,650,14,2020-12,2020-12,2015-01,1,108917,0,1733,1430,114,68,FALSE,2015-12,49946,4318,0,0,0,0,1
0,sindresorhus/cpy,-1,FALSE,11,TRUE,38,7,2020-09,2020-02,2015-01,2,8028,0,368,45,9,68,FALSE,,97,11,1,0,1,1,1
0,node-modules/charset,-1,FALSE,2,TRUE,3,1,2019-06,2017-09,2015-01,2,28165,0,36,23,0,68,FALSE,,116,0,4,0,9,9,9
0,pusher/pusher-js,-1,FALSE,25,TRUE,42,15,2020-12,2020-12,2015-01,1,22317,0,1748,1297,1,65,FALSE,,9487,1603,0,0,0,1,0
0,ivanseidel/node-draftlog,35,TRUE,4,TRUE,38,1,2018-11,2017-03,2015-01,3,762853,0,1191,0,10,45,FALSE,2018-01,2273,1812,5,0,8,8,9
0,karma-runner/karma-ng-html2js-preprocessor,-1,FALSE,28,TRUE,21,6,2017-07,2015-07,2015-01,12,9299723,0,268,67,4,68,FALSE,,75,3766,5,0,19,19,27
0,ember-cli/calculate-cache-key-for-tree,-1,FALSE,0,FALSE,24,0,2015-01,2015-01,2015-01,0,1664201,0,1,0,3,48,FALSE,,84,0,34,0,2,2,34
0,AdeleD/react-paginate,-1,FALSE,113,TRUE,323,49,2020-12,2020-09,2015-01,3,1504730,0,2312,228,61,68,FALSE,,5095,5965,0,0,0,0,2
0,q3boy/int64,34,TRUE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,641944,0,0,8,0,67,FALSE,2017-12,180,218,33,0,33,33,33
0,google/eslint-config-google,-1,FALSE,27,TRUE,47,10,2020-12,2019-08,2015-01,4,1780684,0,1634,14,9,60,FALSE,,70,2142,4,0,4,4,4
0,concordancejs/react,-1,FALSE,0,FALSE,22,0,2015-01,2015-01,2015-01,0,436916,0,9,0,3,41,FALSE,,281,2336,33,0,2,2,33
0,visionmedia/node-github-url-from-git,-1,FALSE,1,TRUE,5,0,2018-06,2015-01,2015-01,2,6288767,0,62,26,1,68,FALSE,,22,0,21,0,12,12,33
0,bem-sdk/bem-cell,58,TRUE,15,TRUE,0,3,2017-03,2017-02,2015-01,2,1595054,0,3,0,8,46,FALSE,2019-10,41,22547,30,0,31,57,31
0,tmpvar/cssfontparser,-1,FALSE,0,FALSE,5,0,2015-01,2015-01,2015-01,0,3486786,0,7,13,2,68,FALSE,,167,8895,57,0,52,52,57
0,animate-css/animate.css,-1,FALSE,427,TRUE,230,342,2020-12,2020-12,2015-01,1,10870613,0,75052,219,11,68,FALSE,,1719,5966,0,0,0,2,0
0,rofrischmann/inline-style-prefix-all,27,TRUE,0,FALSE,50,0,2015-01,2015-01,2015-01,0,864279,0,16,2,9,56,FALSE,2017-03,84,0,26,0,7,7,26
0,4rzael/reInterval,-1,FALSE,0,FALSE,13,0,2015-01,2015-01,2015-01,0,1106759,0,9,9,4,60,FALSE,,8,1624,26,0,10,10,26
0,bendrucker/snakecase-keys,-1,FALSE,0,FALSE,4,0,2020-06,2020-06,2015-01,1,17490,0,146,2,2,60,FALSE,,86,6162,26,0,5,5,26
0,chenglou/tween-functions,-1,FALSE,1,TRUE,7,1,2015-12,2015-12,2015-01,1,1021344,0,167,8,4,67,FALSE,,6,577,15,0,15,16,15
0,metalsmith/metalsmith-layouts,33,TRUE,79,TRUE,98,51,2020-10,2020-10,2015-01,1,673729,0,116,88,16,68,FALSE,2017-09,1657,3609,2,0,0,0,2
0,ember-cli/ember-load-initializers,-1,FALSE,14,TRUE,65,11,2020-11,2019-11,2015-01,1,3182553,0,14,30,7,57,FALSE,,2977,5098,6,0,0,7,0
0,davidmarkclements/atomic-sleep,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,0,0,48,0,0,9,FALSE,,4,1626,32,0,32,32,32
0,isaacs/exit-code,-1,FALSE,0,FALSE,7,0,2015-01,2015-01,2015-01,0,1185006,0,14,7,2,66,FALSE,,4,3806,32,0,27,27,32
0,wilsonjackson/karma-angular-filesort,33,TRUE,6,TRUE,9,4,2017-07,2016-10,2015-01,2,876376,0,13,11,2,68,FALSE,2017-11,12,6082,3,0,12,12,12
0,sindresorhus/hook-std,-1,FALSE,9,TRUE,14,3,2018-06,2018-06,2015-01,1,28228,0,52,8,4,59,FALSE,,65,3620,6,0,6,6,20
0,LinusBorg/portal-vue,-1,FALSE,65,TRUE,218,18,2020-12,2020-07,2015-01,4,10463,0,3616,0,9,44,FALSE,,4278,32018,0,0,0,0,0
0,DevExpress/testcafe-browser-tools,-1,FALSE,66,TRUE,0,40,2020-10,2020-03,2015-01,3,159191,0,27,47,43,50,FALSE,,1649,1197,0,0,0,32,0
0,KenPowers/gulp-spawn-mocha,54,TRUE,18,TRUE,96,11,2018-01,2019-09,2015-01,0,1456434,0,88,84,17,68,FALSE,2019-08,539,1803,18,0,0,0,18
0,jonschlinkert/has-glob,-1,FALSE,0,FALSE,6,0,2015-01,2015-01,2015-01,0,6443934,0,7,6,0,61,FALSE,,10,20,53,0,34,34,53
0,ember-cli/ember-cli-uglify,-1,FALSE,27,TRUE,0,15,2020-11,2020-10,2015-01,2,11776229,0,22,9,10,68,FALSE,,931,892,0,0,3,53,3
0,coderaiser/node-readjson,50,TRUE,0,FALSE,47,0,2015-01,2015-01,2015-01,0,1164242,0,2,28,6,68,FALSE,2019-04,34,1640,49,0,5,5,49
0,yaxia/json-edm-parser,-1,FALSE,0,FALSE,5,0,2015-01,2015-01,2015-01,0,6991280,0,0,5,4,58,FALSE,,9,25094,49,0,34,34,49
0,hubot-scripts/hubot-diagnostics,-1,FALSE,0,FALSE,26,0,2015-01,2015-01,2015-01,0,4657344,0,10,2,2,68,FALSE,,15,1296,49,0,21,21,49
0,shama/webpack-stream,-1,FALSE,125,TRUE,0,56,2020-11,2020-10,2015-01,2,8430809,0,1385,112,20,64,FALSE,,231,371,1,0,1,49,1
0,noodlefrenzy/node-amqp10,28,TRUE,123,TRUE,686,59,2020-03,2017-05,2015-01,14,493044,0,135,439,53,68,FALSE,2017-06,2631,0,0,0,0,0,0
0,nuxt/nuxt.js,-1,FALSE,561,TRUE,692,0,2020-12,2020-12,2015-01,1,34389,0,40892,0,98,48,FALSE,,44410,330,0,0,0,0,27
0,klaemo/csv-stream,-1,FALSE,4,TRUE,33,4,2019-02,2018-03,2015-01,5,440970,0,103,94,6,68,FALSE,,414,2936,0,0,4,4,17
0,atomiks/tippyjs,-1,FALSE,66,TRUE,142,52,2020-12,2020-12,2015-01,1,3909,0,10065,0,35,42,FALSE,,17445,2913,27,0,27,27,27
0,juliangruber/silent-npm-registry-client,16,TRUE,0,FALSE,10,0,2015-01,2015-01,2015-01,0,874829,0,4,10,3,68,FALSE,2016-06,9,0,15,0,2,2,15
0,pvdlg/issue-parser,-1,FALSE,0,FALSE,0,0,2019-10,2018-12,2015-01,2,0,0,16,0,0,34,FALSE,,61,6194,15,0,15,15,15
0,ember-cli/babel-plugin-filter-imports,-1,FALSE,3,TRUE,15,2,2019-11,2019-11,2015-01,1,275758,0,17,7,2,64,FALSE,,1315,6130,7,0,7,7,7
0,sanniassin/react-input-mask,-1,FALSE,25,TRUE,144,13,2020-12,2020-01,2015-01,10,18275,0,1958,28,44,64,FALSE,,1699,5357,0,0,0,0,0
0,feathersjs/feathers-errors,52,TRUE,35,TRUE,172,19,2018-07,2018-08,2015-01,0,1404686,0,38,108,36,68,FALSE,2019-06,235,3748,10,0,9,9,9
0,FGRibreau/node-unidecode,-1,FALSE,5,TRUE,25,2,2020-05,2020-05,2015-01,1,6477576,0,121,36,4,68,FALSE,,122,2951,27,0,30,30,46
0,isaacs/async-cache,-1,FALSE,0,FALSE,12,1,2020-11,2016-03,2015-01,1,3605454,0,122,34,2,68,FALSE,,89,46,51,0,37,37,37
0,dockyard/ember-one-way-controls,41,TRUE,55,TRUE,0,39,2018-02,2018-02,2015-01,1,1047137,0,179,42,25,59,TRUE,2018-07,464,4169,4,0,4,40,4
0,styled-components/stylelint-processor-styled-components,-1,FALSE,97,TRUE,359,69,2020-11,2019-10,2015-01,5,723288,0,655,0,20,48,FALSE,,997,2361,0,0,0,1,0
0,stefanpenner/async-promise-queue,-1,FALSE,0,FALSE,18,0,2015-01,2015-01,2015-01,0,3918014,0,3,0,6,42,FALSE,,11,3073,40,0,11,11,40
0,timarney/react-app-rewired,-1,FALSE,148,TRUE,353,100,2020-12,2020-12,2015-01,1,472235,0,9108,0,55,47,FALSE,,692,1377,0,0,0,0,0
0,avajs/babel-preset-stage-4,-1,FALSE,0,FALSE,0,0,2018-02,2018-02,2015-01,1,0,0,13,0,0,45,FALSE,,452,9462,17,0,17,17,17
0,benbria/browserify-transform-tools,-1,FALSE,12,TRUE,34,8,2016-02,2016-02,2015-01,1,1702714,0,65,9,11,68,FALSE,,86,5672,3,0,1,1,3
0,tildeio/glimmer/tree/master/packages/@glimmer/util,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,0,0,1084,921,0,45,FALSE,,15505,5420,17,0,17,17,17
0,feross/run-auto,32,TRUE,1,TRUE,25,1,2018-06,2018-06,2015-01,1,897473,0,81,30,5,68,FALSE,2017-10,40,5257,16,0,6,6,16
0,CassetteRocks/react-infinite-scroller,-1,FALSE,64,TRUE,126,38,2020-11,2020-04,2015-01,7,275602,0,2980,18,28,55,FALSE,,1965,2631,0,0,0,0,0
0,avajs/babel-preset-transform-test-files,-1,FALSE,0,FALSE,16,0,2015-01,2015-01,2015-01,0,875689,0,3,0,4,45,FALSE,,445,734,31,0,3,3,31
0,vega/vega-lib,52,TRUE,2,TRUE,68,2,2018-12,2018-12,2015-01,1,1122553,1,21,0,17,33,TRUE,2019-04,4130,385,3,3,3,3,3
0,commonmark/commonmark.js,-1,FALSE,108,TRUE,726,57,2020-12,2020-12,2015-01,1,6899883,0,1229,661,19,68,FALSE,,3487,709,0,0,0,0,0
0,vpulim/node-soap,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,7006984,0,2838,322,42,68,FALSE,,2420,13674,51,0,51,51,51
0,primus/emits,-1,FALSE,0,FALSE,39,0,2015-01,2015-01,2015-01,0,11668078,0,5,40,1,68,FALSE,,35,2894,51,0,0,0,51
0,adamgruber/mochawesome-report-generator,-1,FALSE,0,FALSE,0,0,2020-12,2020-11,2015-01,2,0,0,203,0,0,48,FALSE,,6973,4517,15,0,15,15,15
0,ZhouHansen/endent,-1,FALSE,0,FALSE,0,0,2020-04,2018-07,2015-01,2,0,0,16,0,0,36,FALSE,,114,5214,15,0,15,15,15
0,linusu/array-buffer-from-string,45,TRUE,0,FALSE,3,0,2015-01,2015-01,2015-01,0,786495,0,0,0,1,52,FALSE,2018-11,4,996,44,0,6,6,44
0,kaimallea/isMobile,-1,FALSE,30,TRUE,54,27,2020-07,2020-04,2015-01,2,1837865,0,2214,90,7,68,FALSE,,2727,1181,0,0,12,12,19
0,react-native-device-info/react-native-device-info,-1,FALSE,321,TRUE,402,170,2020-12,2020-12,2015-01,1,3617215,0,5796,15,59,61,FALSE,,6281,5049,0,0,0,0,0
0,postcss/postcss-cli,-1,FALSE,134,TRUE,227,89,2020-12,2020-12,2015-01,1,4787171,0,728,103,31,67,FALSE,,379,11614,0,0,0,0,0
0,tjfontaine/native-dns-cache,35,TRUE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,940735,0,15,3,0,68,FALSE,2018-01,112,2844,34,0,34,34,34
0,bendrucker/git-log-parser,-1,FALSE,6,TRUE,8,4,2018-03,2018-03,2015-01,1,143297,0,19,27,2,67,FALSE,,18,6514,22,0,24,24,25
0,sweetalert2/sweetalert2,-1,FALSE,583,TRUE,0,480,2020-12,2020-12,2015-01,1,963303,0,14723,185,195,56,FALSE,,19017,2711,0,0,0,34,0
0,bendrucker/argv-formatter,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,144556,0,2,16,0,68,FALSE,,11,0,34,0,34,34,34
0,floatdrop/path2glob,43,TRUE,0,FALSE,1,0,2015-01,2015-01,2015-01,0,1541547,0,0,7,0,68,FALSE,2018-09,164,4912,42,0,41,41,42
0,bendrucker/spawn-error-forwarder,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,971091,0,1,7,0,68,FALSE,,9,9752,42,0,42,42,42
0,bahmutov/start-server-and-test,-1,FALSE,23,TRUE,90,5,2020-11,2020-07,2015-01,5,225358,0,1241,0,14,37,FALSE,,2308,5604,0,0,0,0,1
0,bevry/ignorepatterns,-1,FALSE,0,FALSE,6,0,2019-11,2015-01,2015-01,1,6641147,0,1,2,1,68,FALSE,,693,5831,42,0,27,27,42
0,trufflesuite/truffle/tree/master/packages/truffle-contract,56,TRUE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,1281727,0,13322,90,76,45,FALSE,2019-08,132524,2191,55,0,55,55,55
0,remarkjs/remark-external-links,-1,FALSE,7,TRUE,46,5,2020-06,2020-06,2015-01,1,132993,0,50,0,9,47,FALSE,,216,120,5,0,2,2,3
0,CSSLint/parser-lib,-1,FALSE,28,TRUE,205,29,2019-11,2018-06,2015-01,2,13530903,0,280,202,6,68,FALSE,,4330,1836,8,0,2,2,15
0,express-handlebars/express-handlebars,-1,FALSE,0,FALSE,0,0,2020-12,2020-11,2015-01,2,11688731,0,146,160,9,68,FALSE,,2275,2791,55,0,55,55,55
0,yuanchuan/node-watch,-1,FALSE,5,TRUE,4,0,2020-12,2020-12,2015-01,1,1062423,0,315,12,1,68,FALSE,,209,5840,6,0,5,5,10
0,ember-cli/loader.js,-1,FALSE,12,TRUE,41,7,2019-02,2017-02,2015-01,10,817,0,78,93,4,68,FALSE,,1226,0,0,0,0,0,5
0,sindresorhus/p-all,-1,FALSE,0,FALSE,0,0,2020-04,2020-04,2015-01,1,0,0,200,0,0,50,FALSE,,16,2460,10,0,10,10,10
0,aseemk/bases.js,53,TRUE,4,TRUE,0,0,2017-05,2015-01,2015-01,3,1329704,0,42,22,0,68,FALSE,2019-07,228,3629,25,0,52,52,52
0,ZhouHansen/objectnotnull,-1,FALSE,0,FALSE,5,0,2015-01,2015-01,2015-01,0,898344,0,1,0,3,36,FALSE,,40,4611,52,0,18,18,52
0,react-navigation/tabs,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,5105964,0,326,0,42,31,FALSE,,2921,4710,52,0,52,52,52
0,felixge/node-require-all,-1,FALSE,24,TRUE,36,16,2020-01,2020-01,2015-01,1,11005904,0,296,43,4,68,FALSE,,43,2364,10,0,11,11,11
0,machty/emblem.js,51,TRUE,99,TRUE,244,89,2020-12,2019-01,2015-01,11,1110367,0,1053,323,19,68,FALSE,2019-05,3085,1824,0,0,3,3,3
0,desandro/get-size,-1,FALSE,2,TRUE,10,1,2019-04,2018-04,2015-01,1,7467735,0,165,58,4,68,FALSE,,91,10661,0,0,12,12,12
0,jasonslyvia/react-lazyload,-1,FALSE,162,TRUE,207,80,2020-12,2020-11,2015-01,2,3923232,0,5567,86,50,62,FALSE,,2328,3128,0,0,0,0,0
0,paulirish/speedline,-1,FALSE,22,TRUE,124,12,2020-04,2018-08,2015-01,1,3641487,0,761,51,20,55,FALSE,,7637,2046,17,0,7,7,8
0,mongodb-js/extended-json,24,TRUE,17,TRUE,92,10,2017-05,2018-12,2015-01,0,335584,0,37,73,21,68,FALSE,2016-12,920,135,0,0,0,0,10
0,nfroidure/plexer,-1,FALSE,1,TRUE,8,0,2015-02,2015-01,2015-01,1,4350501,0,2,20,2,68,FALSE,,504,1336,21,0,14,14,23
0,bevry/ignorefs,-1,FALSE,2,TRUE,6,0,2019-11,2015-01,2015-01,3,1145714,0,1,2,3,68,FALSE,,2224,221,2,0,2,2,23
0,bevry/csextends,-1,FALSE,0,FALSE,0,0,2015-01,2017-04,2015-01,0,1054405,0,3,10,0,68,FALSE,,42,368,23,0,23,23,23
0,kkamkou/node-gelf-pro,46,TRUE,35,TRUE,128,11,2020-12,2020-09,2015-01,2,958426,0,63,78,23,68,FALSE,2018-12,263,15888,0,0,0,0,0
0,bvaughn/highlight-words-core,-1,FALSE,0,FALSE,34,0,2015-01,2015-01,2015-01,0,1695077,0,194,0,10,51,FALSE,,99,12310,45,0,0,0,45
0,alexbardas/bignumber.js,-1,FALSE,6,TRUE,9,5,2020-03,2018-12,2015-01,2,5806847,0,58,29,4,68,FALSE,,44,660,0,0,5,5,5
0,pure-css/pure,43,TRUE,211,TRUE,118,218,2020-12,2020-12,2015-01,1,752472,0,22449,390,6,68,FALSE,2018-09,4218,8037,0,0,0,0,0
0,ember-cli/ember-cli-get-component-path-option,-1,FALSE,0,FALSE,10,0,2015-01,2015-01,2015-01,0,7176141,0,0,2,0,60,FALSE,,18,7883,42,0,10,10,42
0,git@github.com:facebook/hermes,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,18,0,7321,0,0,55,FALSE,,37569,5848,42,0,42,42,42
0,bevry/scandirectory,-1,FALSE,0,FALSE,10,0,2019-07,2019-07,2015-01,1,6380780,0,5,173,2,68,FALSE,,1142,329,42,0,16,16,42
0,driftyco/ionic-app-lib,11,TRUE,19,TRUE,486,6,2017-10,2016-10,2015-01,7,948536,0,45,519,106,66,FALSE,2015-12,1120,1291,0,0,0,0,0
0,googleapis/nodejs-logging,-1,FALSE,0,FALSE,0,0,2020-12,2020-12,2015-01,1,0,0,137,10,0,48,FALSE,,3947,8713,10,0,10,10,10
0,Semigradsky/math-interval-parser,-1,FALSE,0,FALSE,8,0,2017-10,2019-01,2015-01,0,220,0,4,3,2,67,FALSE,,11,0,10,0,6,6,10
0,i18next/i18next-xhr-backend,-1,FALSE,1,TRUE,6,1,2020-09,2020-09,2015-01,1,863,0,253,40,1,60,FALSE,,475,4840,10,0,0,0,10
0,shimondoodkin/googlediff,16,TRUE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,528027,0,25,15,0,68,FALSE,2016-06,192,9253,15,0,15,15,15
0,zamotany/ansi-fragments,-1,FALSE,0,FALSE,0,0,2019-01,2015-01,2015-01,1,0,0,1,0,0,23,FALSE,,681,7309,15,0,15,15,15
0,adamgruber/mochawesome,-1,FALSE,29,TRUE,171,14,2020-12,2020-11,2015-01,2,30495,0,959,63,17,68,FALSE,,5293,0,0,0,0,0,0
0,wikimedia/jscs-preset-wikimedia,-1,FALSE,0,FALSE,13,0,2015-01,2015-01,2015-01,0,2238968,0,5,18,0,60,FALSE,,18,0,15,0,6,6,15
0,git@github.com:constantology/m8,11,TRUE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,1489893,0,5,66,0,68,FALSE,2015-12,347,163,10,0,10,10,10
0,fengyuanchen/cropperjs,-1,FALSE,10,TRUE,88,7,2020-12,2020-12,2015-01,1,639,0,10824,3,5,62,FALSE,,9200,0,0,0,0,0,0
0,hgoebl/mobile-detect.js,-1,FALSE,17,TRUE,17,15,2020-06,2020-05,2015-01,2,145790,0,3926,46,6,68,FALSE,,1532,388,0,0,0,0,1
0,final-form/final-form,-1,FALSE,0,FALSE,0,0,2020-12,2020-10,2015-01,3,0,0,2852,0,0,38,FALSE,,3450,0,10,0,10,10,10
0,mikolalysenko/bit-twiddle,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,348091,0,51,15,0,68,FALSE,,570,4273,17,0,17,17,17
0,styled-components/stylelint-config-styled-components,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,0,0,66,0,0,40,FALSE,,252,26,17,0,17,17,17
0,vslinko/babel-plugin-react-require,-1,FALSE,7,TRUE,17,4,2019-01,2019-01,2015-01,1,106282,0,161,10,4,64,FALSE,,774,2115,3,0,3,3,6
0,felixgirault/pure-render-decorator,34,TRUE,1,TRUE,15,0,2016-07,2015-01,2015-01,1,645534,0,191,10,4,65,FALSE,2017-12,21,4371,16,0,12,12,33
0,gajus/eslint-plugin-jsdoc,-1,FALSE,39,TRUE,116,14,2020-12,2020-12,2015-01,1,506489,0,707,101,33,61,FALSE,,4075,0,0,0,0,0,1
0,googleapis/nodejs-common-grpc,-1,FALSE,0,FALSE,57,0,2020-01,2020-03,2015-01,0,1146269,0,9,0,19,45,FALSE,,436,1876,33,0,0,0,33
0,faye/faye,-1,FALSE,99,TRUE,111,52,2020-11,2020-05,2015-01,6,2541418,0,4359,1215,11,68,FALSE,,3013,3777,0,0,1,1,2
0,substack/shoe,10,TRUE,1,TRUE,0,0,2016-09,2015-01,2015-01,2,567933,0,432,40,0,68,FALSE,2015-11,47,717,1,0,9,9,9
0,ecomfe/zrender,-1,FALSE,37,TRUE,232,12,2020-12,2020-12,2015-01,1,190,0,5332,781,0,68,FALSE,,15418,0,0,0,0,0,2
0,ember-cli/broccoli-middleware,-1,FALSE,0,FALSE,0,0,2018-06,2019-11,2015-01,0,576,0,4,551,0,67,FALSE,,1468,226,9,0,9,9,9
0,karma-runner/karma-requirejs,-1,FALSE,5,TRUE,3,4,2018-04,2016-09,2015-01,5,2042681,0,39,44,0,68,FALSE,,89,4419,2,0,2,2,3
0,newoga/simple-assign,-1,FALSE,0,FALSE,3,0,2015-01,2015-01,2015-01,0,245876,0,2,3,1,57,FALSE,,3,2345,17,0,4,4,17
0,mcollina/help-me,-1,FALSE,0,FALSE,5,0,2020-11,2015-01,2015-01,1,525003,0,7,8,0,68,FALSE,,29,1590,17,0,0,0,17
0,mcollina/commist,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,526183,0,74,8,0,68,FALSE,,20,6218,17,0,17,17,17
-3,jared-stilwell/escomplex-ast-moz,17,TRUE,0,FALSE,27,0,2015-01,2015-01,2015-01,0,651898,0,1,0,0,68,FALSE,2016-07,20,2969,16,0,5,5,16
0,DevExpress/testcafe-legacy-api,-1,FALSE,0,FALSE,12,0,2020-11,2020-12,2015-01,0,25139,0,5,10,6,58,FALSE,,487,0,16,0,2,2,16
0,heimdalljs/heimdall-fs-monitor,-1,FALSE,0,FALSE,3,0,2019-08,2018-05,2015-01,2,0,0,2,0,0,52,FALSE,,99,1038,16,0,16,16,16
0,jhermsmeier/node-scuid,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,0,0,15,0,0,50,FALSE,,29,11257,16,0,16,16,16
0,shinnn/gulp-gh-pages,43,TRUE,0,FALSE,68,0,2015-01,2015-01,2015-01,0,1180129,0,606,87,13,68,FALSE,2018-09,193,810,42,0,0,0,42
0,75lb/common-sequence,-1,FALSE,0,FALSE,7,0,2015-01,2015-01,2015-01,0,3715746,0,0,7,4,64,FALSE,,71,1309,42,0,36,36,42
0,aexmachina/ember-cli-sass,-1,FALSE,117,TRUE,195,66,2020-05,2020-03,2015-01,2,6980798,0,278,114,54,68,FALSE,,1534,7155,1,0,0,0,6
0,snyk/snyk-paket-parser,-1,FALSE,0,FALSE,0,0,2015-01,2015-01,2015-01,0,0,0,2,0,0,22,FALSE,,182,3341,42,0,42,42,42
0,eugeneware/gifencoder,26,TRUE,10,TRUE,6,0,2020-12,2018-12,2015-01,6,206858,0,429,30,1,68,FALSE,2017-04,112,54,0,0,18,18,25
0,emberjs/ember-inflector,-1,FALSE,28,TRUE,104,20,2020-12,2020-12,2015-01,1,1637633,0,108,81,18,68,FALSE,,2837,4486,0,0,0,0,4
0,ember-cli/ember-cli-test-info,-1,FALSE,0,FALSE,6,0,2015-01,2015-01,2015-01,0,3348410,0,0,1,1,62,FALSE,,3,6635,25,0,17,17,25
0,node-machine/switchback,-1,FALSE,0,FALSE,23,0,2015-01,2015-01,2015-01,0,2692031,0,8,66,6,68,FALSE,,48,481,25,0,5,5,25
0,hammerjs/hammer-time,57,TRUE,18,TRUE,46,12,2016-12,2016-03,2015-01,3,1279044,0,100,35,0,59,FALSE,2019-11,41,1250,34,0,29,29,42
0,jaredhanson/passport-oauth1,-1,FALSE,6,TRUE,61,2,2017-02,2016-05,2015-01,3,11355818,0,23,71,4,68,FALSE,,111,591,32,0,5,5,41
0,gaearon/react-transform-catch-errors,-1,FALSE,16,TRUE,45,9,2016-11,2016-03,2015-01,3,14719014,0,185,36,8,61,FALSE,,27,2277,35,0,42,42,42
-3,crealogix/jsdom,16,TRUE,0,FALSE,4,0,2015-01,2015-01,2015-01,0,222384,0,230,0,1,68,FALSE,2016-06,27,8660,15,0,13,13,15
0,appium/appium-base-driver,-1,FALSE,20,TRUE,204,0,2018-06,2018-06,2015-01,1,62271,0,77,170,50,65,FALSE,,1478,155,3,0,0,0,15
0,oliviertassinari/react-swipeable-views,-1,FALSE,35,TRUE,188,14,2020-12,2020-09,2015-01,4,8394,0,4203,164,20,61,FALSE,,4377,2009,0,0,0,0,1
0,ember-cli/console-ui,-1,FALSE,0,FALSE,0,0,2019-04,2019-06,2015-01,0,0,0,12,0,0,49,FALSE,,532,4461,15,0,15,15,15
0,instructure-react/react-tinymce,47,TRUE,62,TRUE,73,4,2019-11,2015-11,2015-01,30,884393,0,184,45,21,66,FALSE,2018-11,520,11001,2,0,12,12,35
